,Site.Name,Site.Score,State,City,County,Status,Latitude,Longitude,Proposed.Date,Listing.Date,Construction.Completion.Date,NOID.Date,Deletion.Date
4458,Horseshoe Road,51.37,New Jersey,Sayreville,Middlesex,NPL Site,40.484722,-74.319444,5/10/93,9/29/95,,,
4459,Franklin Burn,40.67,New Jersey,Franklin Township,Gloucester,NPL Site,39.594444,-75.025,10/2/95,6/17/96,7/18/03,,
4460,Welsbach & General Gas Mantle (Camden Radiation),41.46,New Jersey,"Camden, Gloucester City",Camden,NPL Site,39.919722,-75.121944,10/2/95,6/17/96,,,
4461,Grand Street Mercury,0,New Jersey,Hoboken,Hudson,Deleted NPL Site,40.746111,-74.034444,12/23/96,9/25/97,9/19/05,6/28/07,9/18/07
4462,"Cornell Dubilier Electronics, Inc.",50.27,New Jersey,South Plainfield,Middlesex,NPL Site,40.576389,-74.414167,9/25/97,7/28/98,,,
4463,LCP Chemicals Inc.,50,New Jersey,Linden,Union,NPL Site,40.6075,-74.210278,9/25/97,7/28/98,,,
4464,Puchack Well Field,50,New Jersey,Pennsauken Township,Camden,NPL Site,39.976667,-75.051944,9/25/97,3/6/98,,,
4465,Zschiegner Refining,50,New Jersey,Howell Township,Monmouth,NPL Site,40.145833,-74.2,9/25/97,3/6/98,8/22/16,,
4466,Route 561 Dump,50,New Jersey,Gibbsboro,Camden,Proposed NPL Site,39.83611,-74.958333,7/28/98,,,,
4467,Federal Creosote,50,New Jersey,Manville,Somerset,Deleted NPL Site,40.544444,-74.584167,7/28/98,1/19/99,3/31/08,3/5/14,6/18/14
4468,Middlesex Sampling Plant (USDOE),50,New Jersey,Middlesex,Middlesex,NPL Site,40.569806,-74.493194,9/29/98,1/19/99,,,
4469,United States Avenue Burn,50,New Jersey,Gibbsboro,Camden,NPL Site,39.834167,-74.963889,9/29/98,7/22/99,,,
4470,Emmell's Septic Landfill,50,New Jersey,Galloway Township,Atlantic,NPL Site,39.500694,-74.543611,4/23/99,7/22/99,,,
4471,"Martin Aaron, Inc.",50,New Jersey,Camden,Camden,NPL Site,39.926111,-75.119167,4/23/99,7/22/99,,,
4472,Iceland Coin Laundry Area Ground Water Plume,30.3,New Jersey,Vineland,Cumberland,NPL Site,39.45725,-75.04725,7/22/99,10/22/99,9/27/07,,
4473,Lightman Drum Company,42.03,New Jersey,Winslow Township,Camden,NPL Site,39.729722,-74.905917,7/22/99,10/22/99,,,
4474,McGuire Air Force Base #1,47.2,New Jersey,Wrightstown,Burlington,NPL Site,40.018056,-74.593611,7/22/99,10/22/99,,,
4475,Diamond Head Oil Refinery Div.,30,New Jersey,Kearny,Hudson,NPL Site,40.747222,-74.132194,7/27/00,9/5/02,,,
4476,Quanta Resources,50,New Jersey,Edgewater,Bergen,NPL Site,40.804306,-73.989167,1/11/01,9/5/02,,,
4477,Woodbrook Road Dump,50,New Jersey,South Plainfield,Middlesex,NPL Site,40.561564,-74.402914,9/13/01,4/30/03,,,
4478,Atlantic Resources Corporation,50,New Jersey,Sayreville,Middlesex,NPL Site,40.486111,-74.319444,9/13/01,9/5/02,,,
4479,White Swan Cleaners/Sun Cleaners Area Ground Water Contamination,41.63,New Jersey,Wall Township,Monmouth,NPL Site,40.135444,-74.063133,4/30/03,9/23/04,,,
4480,Standard Chlorine,50,New Jersey,Kearny,Hudson,NPL Site,40.75,-74.097222,4/30/03,9/19/07,,,
4481,Rolling Knolls Landfill,58.31,New Jersey,Chatham Township,Morris,NPL Site,40.729528,-74.447861,4/30/03,9/29/03,,,
4482,Crown Vantage Landfill,50,New Jersey,Alexandria Township,Hunterdon,Deleted NPL Site,40.552028,-75.078917,9/23/04,4/27/05,9/10/13,4/29/15,8/28/15
4483,Sherwin-Williams/Hilliards Creek,50,New Jersey,Gibbsboro,Camden,NPL Site,39.835526,-74.964977,4/19/06,3/19/08,,,
4484,"Matteo & Sons, Inc.",50,New Jersey,Thorofare,Gloucester,NPL Site,39.854722,-75.168306,4/19/06,9/27/06,,,
4485,Ringwood Mines/Landfill,52.58,New Jersey,Ringwood Borough,Passaic,NPL Site,41.136669,-74.2725,12/30/82,9/8/83,9/15/93,12/8/93,11/2/94
4486,"Curtis Specialty Papers, Inc.",50,New Jersey,Milford,Hunterdon,NPL Site,40.561758,-75.089842,9/3/08,9/23/09,,,
4487,Raritan Bay Slag,50,New Jersey,"Old Bridge Township, Sayreville",Middlesex,NPL Site,40.464589,-74.258017,4/9/09,11/4/09,,,
4488,Mansfield Trail Dump,50,New Jersey,Byram,Sussex,NPL Site,40.9289443,-74.6995999,10/21/10,3/10/11,,,
4489,Garfield Ground Water Contamination,0,New Jersey,Garfield,Bergen,NPL Site,40.871858,-74.106431,3/10/11,9/16/11,,,
4490,Orange Valley Regional Ground Water Contamination,50,New Jersey,West Orange/Orange,Essex,NPL Site,40.779936,-74.225267,3/15/12,9/18/12,,,
4491,"Matlack, Inc.",45.54,New Jersey,Woolwich Township,Gloucester,NPL Site,39.763106,-75.322169,9/18/12,5/24/13,,,
4492,Riverside Industrial Park,50,New Jersey,Newark,Essex,NPL Site,40.765722,-74.159084,9/18/12,5/24/13,,,
4493,Pierson's Creek,47.99,New Jersey,Newark,Essex,NPL Site,40.7163,-74.1452,12/12/13,9/22/14,,,
4494,Unimatic Manufacturing Corporation,50,New Jersey,Fairfield,Essex,NPL Site,40.878792,-74.269155,12/12/13,5/12/14,,,
4495,Former Kil-Tone Company,65.29,New Jersey,Vineland,Cumberland,NPL Site,39.47841,-75.025489,9/30/15,4/7/16,,,
4496,AT & SF (Clovis),33.62,New Mexico,Clovis,Curry,Deleted NPL Site,34.378331,-103.2117,12/30/82,9/8/83,9/20/00,1/16/03,3/17/03
4497,Homestake Mining Co.,34.21,New Mexico,Milan,Cibola,NPL Site,35.243331,-107.8633,12/30/82,9/8/83,9/20/96,,
4498,South Valley,0,New Mexico,Albuquerque,Bernalillo,NPL Site,35.0441,-106.6411,12/30/82,9/8/83,9/30/96,,
4499,United Nuclear Corp.,30.36,New Mexico,Church Rock,McKinley,NPL Site,35.643331,-108.5,12/30/82,9/8/83,9/29/98,,
4500,Cimarron Mining Corp.,38.93,New Mexico,Carrizozo,Lincoln,NPL Site,33.643469,-105.8647,6/24/88,10/4/89,9/24/92,,
4501,Prewitt Abandoned Refinery,44.24,New Mexico,Prewitt,McKinley,NPL Site,35.3596,-108.0348,6/24/88,8/30/90,8/22/96,,
4502,Lee Acres Landfill (USDOI),39.37,New Mexico,Farmington,San Juan,NPL Site,36.7111,-108.0921,6/24/88,8/30/90,8/11/05,,
4503,Cal West Metals (USSBA),59.37,New Mexico,Lemitar,Socorro,Deleted NPL Site,34.163331,-106.9201,6/24/88,3/13/89,9/28/95,11/5/96,12/20/96
4504,Cleveland Mill,40.37,New Mexico,Silver City,Grant,Deleted NPL Site,32.8626,-108.2558,6/24/88,3/31/89,9/23/99,5/22/01,7/23/01
4505,Pagano Salvage,35.57,New Mexico,Los Lunas,Valencia,Deleted NPL Site,34.7896,-106.7205,6/24/88,10/4/89,9/12/91,6/29/92,10/14/92
4506,AT&SF (Albuquerque),50,New Mexico,Albuquerque,Bernalillo,NPL Site,35.033333,-106.655278,10/14/92,12/16/94,2/10/11,,
4507,North Railroad Avenue Plume,50,New Mexico,Espanola,Rio Arriba,NPL Site,35.9914,-106.081384,7/28/98,1/19/99,6/30/08,,
4508,Fruit Avenue Plume,50,New Mexico,Albuquerque,Bernalillo,NPL Site,35.086444,-106.640611,7/22/99,10/22/99,12/5/06,,
4509,Griggs & Walnut Ground Water Plume,50,New Mexico,Las Cruces,Dona Ana,NPL Site,32.315556,-106.76,1/11/01,6/14/01,7/20/12,,
4510,McGaffey and Main Groundwater Plume,50,New Mexico,Roswell,Chaves,NPL Site,33.379792,-104.518722,9/13/01,9/5/02,,,
4511,Grants Chlorinated Solvents Plume,50,New Mexico,Grants,Cibola,NPL Site,35.155778,-107.843889,3/8/04,7/22/04,9/11/12,,
4512,Eagle Picher Carefree Battery,50,New Mexico,Socorro,Socorro,NPL Site,34.099517,-106.901239,3/7/07,9/19/07,,,
4513,Chevron Questa Mine,50,New Mexico,Questa,Taos,NPL Site,36.700294,-105.497706,3/10/11,9/16/11,,,
4514,Jackpile-Paguate Uranium Mine,50,New Mexico,Laguna Pueblo,Cibola,NPL Site,35.133728,-107.347372,3/15/12,12/12/13,,,
4515,Lea and West Second Street,50,New Mexico,Roswell,Chaves,NPL Site,33.394079,-104.529951,9/30/15,4/7/16,,,
4516,Carson River Mercury Site,39.07,Nevada,"Churchill County, Lyon County","Churchill, Lyon",NPL Site,39.23195,-119.5892,10/26/89,8/30/90,,,
4517,Anaconda Copper Mine,50,Nevada,Yerington,Lyon,Proposed NPL Site,38.990272,-119.187067,9/9/16,,,,
4518,Saunders Supply Co.,36.88,Virginia,Chuckatuck,Suffolk,NPL Site,36.86055,-76.581669,1/22/87,10/4/89,12/17/99,,
4519,Oeser Co,69.34,Washington,Bellingham,Whatcom,NPL Site,48.770278,-122.514444,12/23/96,9/25/97,9/20/11,,
4520,Buckeye Reclamation,35.1,Ohio,St. Clairsville,Belmont,Deleted NPL Site,40.047219,-80.841669,12/30/82,9/8/83,5/14/03,7/31/19,9/30/19
4521,Palermo Well Field Ground Water Contamination,50,Washington,Tumwater,Thurston,NPL Site,47.001667,-122.904167,12/23/96,4/1/97,2/22/01,,
4522,"Rentokil, Inc. (Virginia Wood Preserving Division)",30.34,Virginia,Richmond,Henrico,NPL Site,37.635831,-77.503611,1/22/87,3/31/89,9/2/99,,
4523,Chem-Dyne,0,Ohio,Hamilton,Butler,NPL Site,39.4079,-84.552,12/30/82,9/8/83,9/11/92,,
4524,Coshocton Landfill,39.14,Ohio,Franklin Township,Coshocton,Deleted NPL Site,40.225,-81.848611,12/30/82,9/8/83,9/25/95,8/27/98,10/7/98
4525,E.H. Schilling Landfill,34.56,Ohio,Hamilton Township,Lawrence,NPL Site,38.5725,-82.75555,12/30/82,9/8/83,8/26/93,,
4526,Fields Brook,44.95,Ohio,Ashtabula,Ashtabula,NPL Site,41.8915,-80.7754,12/30/82,9/8/83,,,
4527,Fultz Landfill,39.42,Ohio,Jackson Township,Guernsey,NPL Site,39.984719,-81.541661,12/30/82,9/8/83,9/29/98,,
4528,Nease Chemical,47.19,Ohio,Salem,Columbiana,NPL Site,40.916669,-80.891669,12/30/82,9/8/83,,,
4529,New Lyme Landfill,31.19,Ohio,New Lyme,Ashtabula,NPL Site,41.584719,-80.729161,12/30/82,9/8/83,12/29/92,,
4530,Laskin/Poplar Oil Co.,35.95,Ohio,Jefferson Township,Ashtabula,Deleted NPL Site,41.7436,-80.7815,12/30/82,9/8/83,9/23/93,7/5/00,9/5/00
4531,"Pristine, Inc.",35.25,Ohio,Reading,Hamilton,NPL Site,39.236111,-84.437231,12/30/82,9/8/83,9/30/98,,
4532,Old Mill,35.95,Ohio,Rock Creek,Ashtabula,NPL Site,41.6601,-80.8456,12/30/82,9/8/83,9/30/91,,
4533,Skinner Landfill,30.23,Ohio,West Chester,Butler,NPL Site,39.333331,-84.399719,12/30/82,9/8/83,9/27/01,,
4534,Summit National,52.28,Ohio,Deerfield Township,Portage,NPL Site,41.024,-81.0971,12/30/82,9/8/83,9/18/95,,
4535,Van Dale Junkyard,33.03,Ohio,Marietta,Washington,NPL Site,39.43195,-81.4025,10/15/84,6/10/86,7/7/00,,
4536,Zanesville Well Field,35.59,Ohio,Zanesville,Muskingum,NPL Site,39.967781,-81.992231,12/30/82,9/8/83,9/3/96,,
4537,Miami County Incinerator,57.84,Ohio,Troy,Miami,NPL Site,40.074169,-84.224169,9/8/83,9/21/84,11/13/96,,
4538,Powell Road Landfill,31.62,Ohio,Dayton,Montgomery,NPL Site,39.833331,-84.16,9/8/83,9/21/84,2/25/00,,
4539,South Point Plant,46.33,Ohio,South Point,Lawrence,NPL Site,38.4375,-82.591669,9/8/83,9/21/84,12/31/01,,
4540,"United Scrap Lead Co., Inc.",58.15,Ohio,Troy,Miami,NPL Site,40.008889,-84.198611,9/8/83,9/21/84,12/10/99,,
4541,Industrial Excess Landfill,51.13,Ohio,Uniontown,Stark,NPL Site,40.968331,-81.404169,10/15/84,6/10/86,5/4/05,,
4542,Chemical & Minerals Reclamation,0,Ohio,Cleveland,Cuyahoga,Deleted NPL Site,41.490361,-81.725031,10/23/81,,12/30/82,,12/30/82
4543,Alsco Anaconda,42.94,Ohio,Gnadenhutten,Tuscarawas,Deleted NPL Site,40.361111,-81.440831,10/15/84,6/10/86,7/30/96,9/6/01,11/5/01
4544,"Sanitary Landfill Co. (Industrial Waste Disposal Co., Inc.)",35.57,Ohio,Dayton,Montgomery,NPL Site,39.716581,-84.201531,10/15/84,6/10/86,9/23/98,,
4545,Republic Steel Corp. Quarry,29.85,Ohio,Elyria,Lorain,Deleted NPL Site,41.356189,-82.117839,10/15/84,6/10/86,12/31/92,9/12/02,11/12/02
4546,Ormet Corp.,46.44,Ohio,Hannibal,Monroe,NPL Site,39.705,-80.841669,9/18/85,7/22/87,8/4/98,,
4547,"TRW, Inc. (Minerva Plant)",38.08,Ohio,Minerva,Stark,NPL Site,40.745,-81.09,6/10/86,3/31/89,9/29/94,,
4548,Wright-Patterson Air Force Base,57.85,Ohio,Dayton,"Greene, Montgomery",NPL Site,39.8071,-84.0697,6/24/88,10/4/89,9/29/99,,
4549,Reilly Tar & Chemical Corp. (Dover Plant),31.38,Ohio,Dover,Tuscarawas,NPL Site,40.5175,-81.479,6/24/88,8/30/90,9/29/00,,
4550,Feed Materials Production Center (USDOE),57.56,Ohio,Fernald,"Butler, Hamilton",NPL Site,39.29945,-84.688331,7/14/89,11/21/89,12/20/06,,
4551,Mound Plant (USDOE),34.61,Ohio,Miamisburg,Montgomery,NPL Site,39.6264,-84.2862,7/14/89,11/21/89,9/28/09,,
4552,Diamond Shamrock Corp. (Painesville Works),50,Ohio,Painesville,Lake,Proposed NPL Site,41.758333,-81.258333,5/10/93,,,,
4553,Dover Chemical Corp.,50,Ohio,Dover,Tuscarawas,Proposed NPL Site,40.539823,-81.494444,5/10/93,,,,
4554,North Sanitary Landfill,50,Ohio,Dayton,Montgomery,NPL Site,39.78611,-84.1525,6/23/93,5/31/94,,,
4555,Air Force Plant 85,50,Ohio,Columbus,Franklin,Proposed NPL Site,39.987777,-82.887221,1/18/94,,,,
4556,Lammers Barrel,69.33,Ohio,Beavercreek,Greene,NPL Site,39.726389,-84.084306,9/5/02,9/29/03,,,
4557,"Armco Inc., Hamilton Plant",69.34,Ohio,Hamilton,Butler,Proposed NPL Site,39.429861,-84.531,4/30/03,,,,
4558,Peters Cartridge Factory,50,Ohio,Kings Mills,Warren,NPL Site,39.350694,-84.242222,4/30/03,9/18/12,9/16/16,,
4559,Copley Square Plaza,50,Ohio,Copley,Summit,NPL Site,41.092839,-81.617472,9/23/04,4/27/05,,,
4560,South Dayton Dump & Landfill,48.63,Ohio,Moraine,Montgomery,Proposed NPL Site,39.729444,-84.219444,9/23/04,,,,
4561,East Troy Contaminated Aquifer,50,Ohio,Troy,Miami,NPL Site,40.0381,-84.1961,9/19/07,9/3/08,,,
4562,Behr Dayton Thermal System VOC Plume,50,Ohio,Dayton,Montgomery,NPL Site,39.784444,-84.179444,9/3/08,4/9/09,,,
4563,New Carlisle Landfill,46.4,Ohio,New Carlisle,Clark,NPL Site,39.923333,-84.033694,9/3/08,4/9/09,,,
4564,Little Scioto River,48.03,Ohio,Marion Township,Marion,NPL Site,40.593061,-83.183461,4/9/09,9/23/09,,,
4565,Milford Contaminated Aquifer,50,Ohio,Milford,Clermont,NPL Site,39.177814,-84.293786,10/21/10,3/10/11,,,
4566,West Troy Contaminated Aquifer,50,Ohio,Troy,Miami,NPL Site,40.046408,-84.208928,3/15/12,9/18/12,,,
4567,Valley Pike VOCs,50,Ohio,Riverside,Montgomery,NPL Site,39.797222,-84.1325,4/7/16,9/9/16,,,
4568,Donnelsville Contaminated Aquifer,35.06,Ohio,Donnelsville,Clark,NPL Site,39.920558,-83.948728,5/17/18,9/13/18,,,
4569,Hardage/Criner,51.01,Oklahoma,Criner,McClain,NPL Site,34.9764,-97.5809,12/30/82,9/8/83,9/30/97,,
4570,Tar Creek (Ottawa County),58.15,Oklahoma,Ottawa County,Ottawa,NPL Site,36.943603,-94.841914,12/30/82,9/8/83,,,
4571,Compass Industries (Avery Drive),36.57,Oklahoma,Tulsa,Tulsa,Deleted NPL Site,36.126389,-96.083339,9/8/83,9/21/84,6/30/92,5/16/02,7/18/02
4572,Sand Springs Petrochemical Complex,28.86,Oklahoma,Sand Springs,Tulsa,Deleted NPL Site,36.130831,-96.101389,9/8/83,6/10/86,9/30/97,8/2/99,3/17/00
4573,Tinker Air Force Base (Soldier Creek/Building 3001),42.24,Oklahoma,Oklahoma City,Oklahoma,NPL Site,35.413973,-97.401494,4/10/85,7/22/87,,,
4574,Tenth Street Dump/Junkyard,30.98,Oklahoma,Oklahoma City,Oklahoma,Deleted NPL Site,35.47805,-97.451939,1/22/87,7/22/87,6/11/96,5/1/00,11/21/00
4575,Oklahoma Refining Co.,46.01,Oklahoma,Cyril,Caddo,NPL Site,34.898331,-98.193339,6/24/88,2/21/90,,,
4576,Double Eagle Refinery Co.,30.83,Oklahoma,Oklahoma City,Oklahoma,Deleted NPL Site,35.468331,-97.478331,6/24/88,3/31/89,9/7/99,6/13/08,8/21/08
4577,Mosley Road Sanitary Landfill,38.06,Oklahoma,Oklahoma City,Oklahoma,Deleted NPL Site,35.5025,-97.414861,6/24/88,2/21/90,9/8/04,8/12/13,9/26/13
4578,Fourth Street Abandoned Refinery,30.67,Oklahoma,Oklahoma City,Oklahoma,Deleted NPL Site,35.470278,-97.473056,6/24/88,3/31/89,9/27/96,6/13/08,8/21/08
4579,National Zinc Corp.,50,Oklahoma,Bartlesville,Washington,Proposed NPL Site,36.746667,-95.995,5/10/93,,,,
4580,Tulsa Fuel and Manufacturing,50,Oklahoma,Collinsville,Tulsa,NPL Site,36.34625,-95.848611,9/29/98,1/19/99,9/30/16,,
4581,Hudson Refinery,29.34,Oklahoma,Cushing,Payne,NPL Site,35.985556,-96.779722,4/23/99,7/22/99,11/23/10,,
4582,Imperial Refining Company,30,Oklahoma,Ardmore,Carter,Deleted NPL Site,34.195486,-97.107931,5/11/00,7/27/00,9/18/08,8/5/13,9/19/13
4583,Wilcox Oil Company,50,Oklahoma,Creek County,Creek,NPL Site,35.840805,-96.380193,5/24/13,12/12/13,,,
4584,Eagle Industries,50,Oklahoma,Midwest City,Oklahoma,NPL Site,35.435631,-97.337507,8/3/17,1/18/18,,,
4585,Henryetta Iron and Metal,49.33,Oklahoma,Henryetta,Okmulgee,Proposed NPL Site,35.439996,-95.999803,11/8/19,,,,
4586,"Gould, Inc.",32.12,Oregon,Portland,Multnomah,Deleted NPL Site,45.5692,-122.7483,12/30/82,9/8/83,9/28/00,8/23/02,9/30/02
4587,Teledyne Wah Chang,54.27,Oregon,Albany,Linn,NPL Site,44.66,-123.0633,12/30/82,9/8/83,9/13/02,,
4588,Umatilla Army Depot (Lagoons),31.31,Oregon,Hermiston,Morrow,NPL Site,45.836111,-119.45,10/15/84,7/22/87,,,
4589,"United Chrome Products, Inc.",31.07,Oregon,Corvallis,Benton,NPL Site,44.5042,-123.2861,9/8/83,9/21/84,12/27/91,,
4590,Martin-Marietta Aluminum Co.,43.7,Oregon,The Dalles,Wasco,Deleted NPL Site,45.624439,-121.2056,10/15/84,6/10/86,12/29/94,5/13/96,7/5/96
4591,"Allied Plating, Inc.",39.25,Oregon,Portland,Multnomah,Deleted NPL Site,45.583331,-122.6617,1/22/87,2/21/90,6/29/93,9/2/94,11/14/94
4592,Joseph Forest Products,32.6,Oregon,Joseph,Wallowa,Deleted NPL Site,45.359439,-117.2472,6/24/88,3/31/89,9/27/93,8/31/99,11/4/99
4593,Union Pacific Railroad Co. Tie-Treating Plant,37.93,Oregon,The Dalles,Wasco,NPL Site,45.5986,-121.1651,10/26/89,8/30/90,9/23/04,,
4594,Northwest Pipe & Casing/Hall Process Co,51.09,Oregon,Clackamas,Clackamas,NPL Site,45.416333,-122.563889,2/7/92,10/14/92,6/4/04,,
4595,Fremont National Forest/White King and Lucky Lass Uranium Mines (USDA),50,Oregon,Lake County,Lake,NPL Site,42.336111,-120.541667,6/23/93,4/25/95,9/28/06,,
4596,McCormick & Baxter Creosoting Co. (Portland Plant),50,Oregon,Portland,Multnomah,NPL Site,45.579443,-122.73944,6/23/93,5/31/94,9/27/05,,
4597,Reynolds Metals Company,70.71,Oregon,Troutdale,Multnomah,NPL Site,45.5569,-122.399161,8/23/94,12/16/94,9/29/06,,
4598,Portland Harbor,50,Oregon,Portland,Multnomah,NPL Site,45.615278,-122.793056,7/27/00,12/1/00,,,
4599,Taylor Lumber and Treating,71.78,Oregon,Sheridan,Yamhill,NPL Site,45.097222,-123.426944,12/1/00,6/14/01,9/24/08,,
4600,Harbor Oil,48,Oregon,Portland,Multnomah,Deleted NPL Site,45.606389,-122.691389,9/5/02,9/29/03,8/5/13,4/7/14,6/5/14
4601,Midnite Mine,50,Washington,Wellpinit,Stevens,NPL Site,47.9375,-118.094167,2/16/99,5/11/00,,,
4602,"C & R Battery Co., Inc.",46.44,Virginia,Chesterfield County,Chesterfield,NPL Site,37.418,-77.415,1/22/87,7/22/87,9/28/93,,
4603,Greenwood Chemical Co.,53.17,Virginia,Newtown,Albemarle,NPL Site,38.044719,-78.786389,1/22/87,7/22/87,9/30/05,,
4604,Hamilton/Labree Roads Ground Water Contamination,37.65,Washington,Chehalis,Lewis,NPL Site,46.623472,-122.933056,5/11/00,7/27/00,,,
4605,"H & H Inc., Burn Pit",33.71,Virginia,Farrington,Hanover,NPL Site,37.7243,-77.5857,1/22/87,3/31/89,6/15/00,,
4606,Lower Duwamish Waterway,50,Washington,Seattle,King,NPL Site,47.510081,-122.29285,12/1/00,9/13/01,,,
4607,Dixie Caverns County Landfill,35.27,Virginia,Salem,Roanoke,Deleted NPL Site,37.259719,-80.193611,1/22/87,10/4/89,9/25/97,7/30/01,9/28/01
4608,Abex Corp.,36.53,Virginia,Portsmouth,Portsmouth,NPL Site,36.8265,-76.3045,6/24/88,8/30/90,,,
4609,Suffolk City Landfill,35.76,Virginia,Suffolk,Suffolk,Deleted NPL Site,36.6784,-76.5839,6/24/88,2/21/90,9/30/92,10/20/94,1/24/95
4610,"Arrowhead Associates, Inc./Scovill Corp.",37.15,Virginia,Montross,Westmoreland,NPL Site,38.086669,-76.791111,6/24/88,2/21/90,9/27/02,,
4611,Naval Weapons Station - Yorktown,50,Virginia,Yorktown,York,NPL Site,37.245833,-76.588889,2/7/92,10/14/92,,,
4612,Naval Surface Warfare - Dahlgren,50.03,Virginia,Dahlgren,King George,NPL Site,38.326667,-77.026944,2/7/92,10/14/92,,,
4613,Langley Air Force Base/NASA Langley Research Center,50,Virginia,Hampton,Hampton,NPL Site,37.069999,-76.358611,5/10/93,5/31/94,,,
4614,Marine Corps Combat Development Command,50,Virginia,Quantico,Prince William,NPL Site,38.521667,-77.29,5/10/93,5/31/94,,,
4615,Fort Eustis (US Army),50,Virginia,Newport News,Newport News,NPL Site,37.105,-76.568332,1/18/94,12/16/94,,,
4616,Norfolk Naval Base (Sewells Point Naval Complex),50,Virginia,Norfolk,Norfolk,NPL Site,36.940278,-76.300278,6/17/96,4/1/97,9/14/10,,
4617,Norfolk Naval Shipyard,50,Virginia,Portsmouth,Portsmouth,NPL Site,36.821944,-76.294722,3/6/98,7/22/99,,,
4618,Naval Amphibious Base Little Creek,50,Virginia,Virginia Beach,Virginia Beach,NPL Site,36.906111,-76.147778,7/28/98,5/10/99,5/11/15,,
4619,Former Nansemond Ordnance Depot,70.71,Virginia,Suffolk,Suffolk,NPL Site,36.899722,-76.434722,1/19/99,7/22/99,,,
4620,Kim-Stan Landfill,50,Virginia,Selma,Alleghany,NPL Site,37.800278,-79.861667,4/23/99,7/22/99,8/3/09,,
4621,Naval Weapons Station Yorktown - Cheatham Annex,49.27,Virginia,Williamsburg,York,NPL Site,37.284722,-76.6075,2/4/00,12/1/00,,,
4622,St. Juliens Creek Annex (U.S. Navy),50,Virginia,Chesapeake,Chesapeake,NPL Site,36.794167,-76.312222,2/4/00,7/27/00,7/7/16,,
4623,Buckingham County Landfill,40.7,Virginia,Buckingham,Buckingham,NPL Site,37.514169,-78.516669,6/24/88,10/4/89,9/21/98,,
4624,"Culpeper Wood Preservers, Inc.",45.91,Virginia,Culpeper,Culpeper,NPL Site,38.483331,-77.96,6/24/88,10/4/89,,,
4625,Hidden Lane Landfill,50,Virginia,Sterling,Loudoun,NPL Site,39.056131,-77.424175,9/19/07,3/19/08,,,
4626,Peck Iron and Metal,48.52,Virginia,Portsmouth,Portsmouth,NPL Site,36.809464,-76.308822,4/9/09,11/4/09,,,
4627,Tutu Wellfield,50,Virgin Islands,Tutu,St. Thomas,NPL Site,18.341667,-64.885,2/7/92,9/29/95,3/29/04,,
4628,Island Chemical Corp./Virgin Islands Chemical Corp.,50,Virgin Islands,Christiansted,St. Croix,Deleted NPL Site,17.709722,-64.790833,1/18/94,6/17/96,3/24/04,8/17/09,10/16/09
4629,Old Springfield Landfill,34.79,Vermont,Springfield,Windsor,NPL Site,43.272781,-72.466669,12/30/82,9/8/83,9/22/94,,
4630,Pine Street Canal,0,Vermont,Burlington,Chittenden,NPL Site,44.466669,-73.218061,12/30/82,9/8/83,9/16/04,,
4631,Parker Sanitary Landfill,52.29,Vermont,Lyndon,Caledonia,NPL Site,44.518611,-71.989439,6/24/88,2/21/90,9/30/05,,
4632,Darling Hill Dump,43.92,Vermont,Lyndon,Caledonia,Deleted NPL Site,44.5545,-71.9844,6/24/88,10/4/89,6/30/92,8/16/99,9/29/99
4633,Burgess Brothers Landfill,52.58,Vermont,Woodford,Bennington,NPL Site,42.878061,-73.150139,6/24/88,3/31/89,3/31/00,,
4634,"Tansitor Electronics, Inc.",35.72,Vermont,Bennington,Bennington,Deleted NPL Site,42.877781,-73.266669,6/24/88,10/4/89,10/1/96,8/16/99,9/29/99
4635,BFI Sanitary Landfill (Rockingham),41.92,Vermont,Rockingham,Windham,NPL Site,43.226389,-72.439719,6/24/88,10/4/89,9/26/96,,
4636,Bennington Municipal Sanitary Landfill,49.07,Vermont,Bennington,Bennington,NPL Site,42.922219,-73.197781,6/24/88,3/31/89,6/30/99,,
4637,Pownal Tannery,50,Vermont,Pownal,Bennington,NPL Site,42.797167,-73.26575,9/29/98,1/19/99,9/30/04,,
4638,Elizabeth Mine,50,Vermont,Strafford,Orange,NPL Site,43.823889,-72.328889,12/1/00,6/14/01,,,
